,Description,Label
299,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.,Caterpie
300,It releases a stench from its red antennae to repel enemies. It grows by molting repeatedly.,Caterpie
301,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,Chansey
302,A gentle and kindhearted POKéMON that shares its nutritious eggs if it sees an injured POKéMON.,Chansey
303,"It walks carefully to prevent its egg from breaking. However, it is extremely fast at running away.",Chansey
304,"Few in number and difficult to capture, it is said to bring happiness to the trainer who catches it.",Chansey
305,"People try to catch it for its extremely nutritious eggs, but it rarely can be found.",Chansey
306,"CHANSEY lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",Chansey
307,It lays several eggs a day. The eggs are apparently rich in nutrients and extremely delicious.,Chansey
308,A rare and elusive POKéMON that is said to bring happiness to those who manage to catch one.,Chansey
309,"CHANSEY lay nutritionally excellent eggs every day. The eggs are so delicious, they are eagerly devoured by even those people who have lost their appetite.",Chansey
310,"It is said to deliver happiness. Being compassionate, it shares its eggs with injured people.",Chansey
311,It lays several eggs a day and won’t share them with those who have evil in their hearts.,Chansey
312,A kindly Pokémon that lays highly nutritious eggs and shares them with injured Pokémon or people.,Chansey
313,"It walks carefully to prevent its egg from breaking. However, it is extremely fast at running away.",Chansey
314,"Being few in number and difficult to capture, it is said to bring happiness to the Trainer who catches it.",Chansey
315,A kindly Pokémon that lays highly nutritious eggs and shares them with injured Pokémon or people.,Chansey
316,"It is said to deliver happiness. Being compassionate, it shares its eggs with injured people.",Chansey
317,It lays several eggs a day. The eggs are apparently rich in nutrients and extremely delicious.,Chansey
318,"Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",Chansey
319,The eggs laid by Chansey are rich in nutrients and a favorite food of many Pokémon.,Chansey
320,"Not only are these Pokémon fast runners, they’re also few in number, so anyone who finds one must be lucky indeed.",Chansey
321,"It seems that other Pokémon’s efforts to take its delicious, nutritious egg away from it caused Chansey to get faster at fleeing.",Chansey
322,"Because the eggs on their bellies have been overharvested by people in the past, the Chansey population remains very small.",Chansey
323,A gentle and kindhearted Pokémon that shares its nutritious eggs if it sees an injured Pokémon.,Chansey
324,The egg Chansey carries is not only delicious but also packed with nutrition. It’s used as a high-class cooking ingredient.,Chansey
325,"This species was once very slow. To protect their eggs from other creatures, these Pokémon became able to flee quickly.",Chansey
326,"It is said to deliver happiness. Being compassionate, it shares its eggs with injured people.",Chansey
327,It lays several eggs a day and won’t share them with those who have evil in their hearts.,Chansey
328,This purehearted Pokémon shares its eggs with the injured. These eggs are so nutritious that they’ve been nicknamed “doctors’ doubles.”,Chansey
329,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,Charizard
330,"When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely.",Charizard
331,"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color.",Charizard
332,"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.",Charizard
333,It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.,Charizard
334,"CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.",Charizard
335,"Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures.",Charizard
336,It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.,Charizard
337,"A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe.",Charizard
338,It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.,Charizard
339,"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade.",Charizard
340,"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.",Charizard
341,It is said that Charizard’s fire burns hotter if it has experienced harsh battles.,Charizard
342,"When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely.",Charizard
343,"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.",Charizard
344,"Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.",Charizard
345,"When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely.",Charizard
346,It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.,Charizard
347,"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.",Charizard
348,It is said that Charizard’s fire burns hotter if it has experienced harsh battles.,Charizard
349,"Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.",Charmander
350,The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.,Charmander
351,"The flame on its tail shows the strength of its life force. If it is weak, the flame also burns weakly.",Charmander
352,"The flame on its tail indicates CHARMANDER’s life force. If it is healthy, the flame burns brightly.",Charmander
353,"If it’s healthy, the flame on the tip of its tail will burn vigorously, even if it gets a bit wet.",Charmander
354,"The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when CHARMANDER is enjoying itself. If the POKéMON becomes enraged, the flame burns fiercely.",Charmander
355,"From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out.",Charmander
356,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",Charmander
357,"The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when CHARMANDER is happy, and blazes when it is enraged.",Charmander
358,"The fire on the tip of its tail is a measure of its life. If healthy, its tail burns intensely.",Charmander
359,"The flame on its tail shows the strength of its life force. If it is weak, the flame also burns weakly.",Charmander
360,"The flame on its tail indicates CHARMANDER’s life force. If it is healthy, the flame burns brightly.",Charmander
361,"The fire on the tip of its tail is a measure of its life. If healthy, its tail burns intensely.",Charmander
